,date,schedule_id,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ARRIVAL_TIME
235321,2023-01-16,22507,MDW,DTW,8:57,10:54
235322,2023-01-16,22508,LBB,DEN,8:57,9:40
235355,2023-01-16,22509,DTW,EWR,8:58,10:32
235368,2023-01-16,22510,SHV,DEN,9:24,10:49
235404,2023-01-16,22511,DFW,SJT,9:01,10:00
235405,2023-01-16,22512,DTW,EVV,8:57,9:41
235406,2023-01-16,22513,DTW,CID,8:58,9:51
235407,2023-01-16,22514,ATL,SGF,9:06,10:00
235408,2023-01-16,22515,ATL,TLH,10:10,11:15
235409,2023-01-16,22516,ATL,PHF,9:09,10:54
235410,2023-01-16,22517,LGA,ORF,9:03,10:18
235411,2023-01-16,22518,MOB,ATL,9:00,11:03
235412,2023-01-16,22519,LGA,CLE,9:00,10:58
235413,2023-01-16,22520,ATL,CHA,9:07,10:11
235414,2023-01-16,22521,IAH,DAL,9:02,10:11
235436,2023-01-16,22522,IAH,HRL,8:58,10:02
235437,2023-01-16,22523,ATL,AVL,9:02,9:55
235439,2023-01-16,22524,IAH,MFE,9:00,10:15
235440,2023-01-16,22525,IAH,BHM,9:15,10:55
235441,2023-01-16,22526,ATL,AGS,9:06,10:03
235442,2023-01-16,22527,IAH,BRO,9:05,10:18
235443,2023-01-16,22528,IAH,MLU,9:09,10:18
235448,2023-01-16,22529,ATL,ECP,8:58,9:02
235449,2023-01-16,22530,ATL,TRI,9:03,10:02
235454,2023-01-16,22531,JAN,ATL,9:14,11:21
235455,2023-01-16,22532,ATL,ROA,9:02,10:24
235456,2023-01-16,22533,BHM,ORD,9:01,11:17
235491,2023-01-16,22534,EWR,BNA,9:04,10:34
235492,2023-01-16,22535,MOB,IAH,9:04,10:36
235493,2023-01-16,22536,MSP,AUS,9:28,12:19
235506,2023-01-16,22537,ELP,IAH,9:10,12:11
235507,2023-01-16,22538,ATL,MGM,9:09,9:04
235513,2023-01-16,22539,OKC,DFW,10:31,11:46
235562,2023-01-16,22540,CRP,DFW,9:03,10:16
235564,2023-01-16,22541,DFW,DTW,9:15,12:52
235578,2023-01-16,22542,MFE,IAH,9:09,10:20
235583,2023-01-16,22543,BTR,IAH,9:38,10:47
235584,2023-01-16,22544,IAH,PNS,9:09,10:36
235586,2023-01-16,22545,IAH,ELP,9:12,10:13
235595,2023-01-16,22546,MDW,MSP,9:12,10:45
235635,2023-01-16,22547,PVD,IAD,9:11,10:56
235655,2023-01-16,22548,JAN,IAH,9:16,10:38
235657,2023-01-16,22549,IAH,DTW,9:15,12:57
235662,2023-01-16,22550,LFT,IAH,9:32,10:27
235663,2023-01-16,22551,CVG,EWR,9:20,11:03
235705,2023-01-16,22552,RDU,DTW,9:26,11:05
235715,2023-01-16,22553,MAF,IAH,9:29,10:52
235716,2023-01-16,22554,TUL,DEN,9:16,10:35
235725,2023-01-16,22555,ATL,PIA,9:23,10:19
235780,2023-01-16,22556,BNA,EWR,9:22,12:41
235782,2023-01-16,22557,MGM,ATL,9:31,11:17
235783,2023-01-16,22558,TYS,ATL,9:28,10:20
235806,2023-01-16,22559,GPT,ATL,9:28,11:46
235807,2023-01-16,22560,BNA,ORD,9:40,11:18
235815,2023-01-16,22561,LGA,CLE,9:26,11:02
235816,2023-01-16,22562,FSD,DEN,9:25,10:16
235840,2023-01-16,22563,DFW,BPT,9:33,10:39
235841,2023-01-16,22564,DFW,IAH,13:53,14:54
235843,2023-01-16,22565,LGA,CHS,9:35,12:00
235844,2023-01-16,22566,CAE,ATL,9:38,10:36
235845,2023-01-16,22567,CAE,IAD,9:30,11:01
235854,2023-01-16,22568,OKC,DEN,9:25,10:16
235868,2023-01-16,22569,ATL,VLD,9:43,10:49
235869,2023-01-16,22570,ATL,OAJ,9:33,10:58
235870,2023-01-16,22571,ATL,GTR,10:37,10:31
235923,2023-01-16,22572,PIT,EWR,9:27,11:02
235924,2023-01-16,22573,CLE,ORD,9:41,10:05
235925,2023-01-16,22574,ATL,HPN,9:38,11:45
235926,2023-01-16,22575,ATL,IAD,9:58,11:46
235927,2023-01-16,22576,XNA,ATL,9:33,12:02
235958,2023-01-16,22577,SAV,IAD,9:38,11:29
235959,2023-01-16,22578,ATL,ILM,10:10,11:20
236004,2023-01-16,22579,ORD,CID,9:37,10:34
236005,2023-01-16,22580,ORD,OMA,9:43,11:07
236007,2023-01-16,22581,DAL,IAH,9:39,10:41
236008,2023-01-16,22582,ORD,ATW,9:40,10:30
236030,2023-01-16,22583,ORD,GRB,9:45,10:37
236036,2023-01-16,22584,AEX,IAH,9:37,10:29
236037,2023-01-16,22585,EWR,MCI,10:02,12:15
236038,2023-01-16,22586,ECP,ATL,9:40,11:51
236087,2023-01-16,22587,LGA,CAE,9:53,12:21
236106,2023-01-16,22588,AMA,DEN,9:47,10:30
236110,2023-01-16,22589,STL,IAH,9:40,11:40
236115,2023-01-16,22590,EWR,IND,10:41,12:47
236116,2023-01-16,22591,ROC,DTW,9:40,11:17
236117,2023-01-16,22592,GNV,ATL,9:46,11:16
236118,2023-01-16,22593,LEX,ATL,11:06,12:08
236157,2023-01-16,22594,DEN,LFT,9:50,13:06
236158,2023-01-16,22595,ATL,MLI,9:50,10:54
236159,2023-01-16,22596,ORD,TUL,9:53,11:40
236185,2023-01-16,22597,ATL,LEX,9:51,11:04
236186,2023-01-16,22598,FAY,ATL,9:58,11:26
236187,2023-01-16,22599,ATL,AEX,9:55,10:41
236195,2023-01-16,22600,ORD,MSN,9:50,10:35
236196,2023-01-16,22601,IAH,ISN,9:50,13:19
236205,2023-01-16,22602,BOS,CLE,9:53,12:00
236206,2023-01-16,22603,TYS,ORD,9:52,10:42
236222,2023-01-16,22604,ATL,MYR,9:52,11:04
236302,2023-01-16,22605,ORD,MCI,10:04,11:28
236303,2023-01-16,22606,EWR,CLT,9:51,11:34
236304,2023-01-16,22607,DTW,MDT,10:11,11:20
236305,2023-01-16,22608,GSP,ATL,9:56,10:42
236306,2023-01-16,22609,GSO,LGA,10:33,12:08
236307,2023-01-16,22610,DTW,ELM,9:58,11:05
236308,2023-01-16,22611,RIC,LGA,9:53,11:30
236309,2023-01-16,22612,DTW,TVC,13:32,14:44
236310,2023-01-16,22613,ATL,LFT,10:25,10:53
236311,2023-01-16,22614,DEN,SDF,9:58,14:33
236312,2023-01-16,22615,ORD,FSD,9:54,11:39
236346,2023-01-16,22616,DTW,ABE,10:01,11:31
236410,2023-01-16,22617,DFW,MOB,10:09,11:42
236411,2023-01-16,22618,DAY,EWR,9:58,11:39
236412,2023-01-16,22619,BTR,ATL,10:02,12:29
236413,2023-01-16,22620,MSP,BDL,10:04,13:28
236414,2023-01-16,22621,DEN,TUL,10:09,12:53
236430,2023-01-16,22622,DEN,SHV,10:02,13:27
236438,2023-01-16,22623,EWR,SAV,10:02,12:19
236444,2023-01-16,22624,MCI,EWR,9:59,13:56
236496,2023-01-16,22625,SPS,DFW,10:05,10:50
236497,2023-01-16,22626,DFW,GGG,10:58,11:43
236498,2023-01-16,22627,MEM,IAH,10:35,12:15
236499,2023-01-16,22628,DTW,EWR,10:14,11:42
236500,2023-01-16,22629,DTW,HPN,11:54,13:19
236501,2023-01-16,22630,DTW,BTV,11:05,12:46
236502,2023-01-16,22631,DEN,ISN,10:12,12:59
236517,2023-01-16,22632,PVD,EWR,10:05,11:07
236518,2023-01-16,22633,TUL,ATL,10:06,12:56
236519,2023-01-16,22634,PIT,IAD,9:59,10:49
236530,2023-01-16,22635,CLE,IAD,10:28,11:39
236531,2023-01-16,22636,ATL,FSM,10:15,11:17
236581,2023-01-16,22637,IAH,MEM,10:13,11:49
236582,2023-01-16,22638,IAH,TUL,10:12,11:51
236583,2023-01-16,22639,IAH,BTR,10:11,11:11
236584,2023-01-16,22640,IAH,BNA,10:09,12:04
236586,2023-01-16,22641,HPN,ATL,10:15,12:32
236587,2023-01-16,22642,GRR,MSP,10:12,10:57
236588,2023-01-16,22643,DTW,PIA,10:10,10:47
236589,2023-01-16,22644,CHA,ATL,10:29,11:20
236590,2023-01-16,22645,DTW,GSO,10:12,11:34
236591,2023-01-16,22646,DTW,ROC,10:10,11:14
236592,2023-01-16,22647,LGA,IAD,11:06,12:27
236593,2023-01-16,22648,BUF,ORD,10:19,11:14
236595,2023-01-16,22649,EWR,IAD,10:14,11:15
236605,2023-01-16,22650,IAH,JAN,10:07,11:22
236617,2023-01-16,22651,IAH,BHM,10:42,12:10
236618,2023-01-16,22652,MSP,MDW,10:11,11:41
236619,2023-01-16,22653,GTR,ATL,11:00,13:09
236625,2023-01-16,22654,OMA,DTW,10:26,13:19
236629,2023-01-16,22655,IAH,HSV,10:13,12:11
236630,2023-01-16,22656,IAH,CMH,10:13,13:54
236631,2023-01-16,22657,BHM,DTW,10:44,13:23
236632,2023-01-16,22658,ORD,SBN,10:13,11:54
236639,2023-01-16,22659,LNK,ORD,10:11,11:45
236673,2023-01-16,22660,IAH,AEX,10:17,11:12
236674,2023-01-16,22661,CID,DTW,10:20,12:50
236686,2023-01-16,22662,IAH,GPT,10:12,11:26
236693,2023-01-16,22663,GSO,EWR,11:20,13:10
236694,2023-01-16,22664,AGS,ATL,10:24,11:09
236699,2023-01-16,22665,AVL,ATL,10:16,11:06
236736,2023-01-16,22666,EVV,DTW,10:19,12:30
236737,2023-01-16,22667,DTW,ERI,10:20,11:09
236738,2023-01-16,22668,ATL,CSG,10:27,11:23
236739,2023-01-16,22669,ATL,GSP,10:23,11:13
236752,2023-01-16,22670,ATL,GRK,10:26,11:42
236753,2023-01-16,22671,ATL,CHO,10:23,11:56
236760,2023-01-16,22672,SGF,ATL,10:25,12:58
236767,2023-01-16,22673,BUF,EWR,10:25,11:39
236768,2023-01-16,22674,FSD,ORD,10:23,12:01
236769,2023-01-16,22675,ATL,MLU,10:24,11:00
236770,2023-01-16,22676,ATL,ABY,10:24,11:34
236780,2023-01-16,22677,IAH,CVG,10:27,13:46
236781,2023-01-16,22678,DCA,CLE,10:23,11:47
236838,2023-01-16,22679,ORD,DTW,11:14,13:23
236839,2023-01-16,22680,EWR,CHS,10:30,12:40
236852,2023-01-16,22681,ATL,ABE,11:11,13:06
236853,2023-01-16,22682,ATL,DHN,10:23,10:12
236857,2023-01-16,22683,SJT,DFW,10:24,11:17
236864,2023-01-16,22684,ICT,ORD,10:25,12:25
236865,2023-01-16,22685,IAH,XNA,10:21,11:46
236866,2023-01-16,22686,IAH,CHS,10:31,14:01
236867,2023-01-16,22687,FAR,ORD,10:18,12:23
236872,2023-01-16,22688,ATL,FAY,10:27,11:48
236909,2023-01-16,22689,EWR,STL,11:06,12:38
236910,2023-01-16,22690,TRI,ATL,10:25,11:15
236919,2023-01-16,22691,ATL,EVV,11:15,11:34
236922,2023-01-16,22692,MCI,ORD,10:35,12:19
236923,2023-01-16,22693,TUL,ORD,10:27,12:24
236924,2023-01-16,22694,DAY,ORD,10:40,11:01
236925,2023-01-16,22695,GSO,ATL,10:38,11:44
236930,2023-01-16,22696,MLI,DFW,12:10,14:05
236931,2023-01-16,22697,SGF,ORD,10:29,12:10
236932,2023-01-16,22698,CAK,ORD,10:28,10:51
236933,2023-01-16,22699,LEX,ORD,10:25,11:03
236969,2023-01-16,22700,MLU,IAH,10:38,11:47
236970,2023-01-16,22701,TLH,ATL,11:39,12:37
236971,2023-01-16,22702,IAH,DAL,10:39,11:38
236972,2023-01-16,22703,IND,ORD,10:38,10:40
236996,2023-01-16,22704,BTR,DFW,10:32,11:51
237006,2023-01-16,22705,OKC,IAH,10:42,12:15
237009,2023-01-16,22706,PIA,DTW,10:40,13:11
237014,2023-01-16,22707,TUL,IAH,10:34,12:07
237053,2023-01-16,22708,DEN,DIK,10:37,12:13
237077,2023-01-16,22709,MAF,IAH,10:39,12:09
237131,2023-01-16,22710,ORD,DAY,10:40,12:44
237132,2023-01-16,22711,OMA,ATL,10:56,13:58
237133,2023-01-16,22712,DTW,ORD,10:44,11:06
237145,2023-01-16,22713,LBB,IAH,11:20,12:40
237158,2023-01-16,22714,BRO,IAH,10:46,12:11
237159,2023-01-16,22715,HRL,IAH,10:44,12:00
237201,2023-01-16,22716,DFW,BRO,12:47,14:28
237202,2023-01-16,22717,MFE,IAH,10:45,12:00
237203,2023-01-16,22718,IAH,HOB,10:46,11:31
237205,2023-01-16,22719,DHN,ATL,10:51,12:44
237206,2023-01-16,22720,ROA,ATL,10:53,12:08
237218,2023-01-16,22721,ATL,GSO,10:56,12:16
237223,2023-01-16,22722,DEN,HSV,11:11,14:43
237233,2023-01-16,22723,COS,DEN,10:56,11:39
237241,2023-01-16,22724,EWR,ROC,11:46,13:03
237242,2023-01-16,22725,EWR,JAX,10:58,13:29
237318,2023-01-16,22726,DFW,SHV,11:41,12:31
237319,2023-01-16,22727,GSP,EWR,10:46,12:40
237320,2023-01-16,22728,LGA,CLE,10:47,12:40
237321,2023-01-16,22729,EWR,DTW,10:55,12:45
237348,2023-01-16,22730,EWR,MKE,10:54,12:25
237349,2023-01-16,22731,GRR,ORD,10:50,10:43
237350,2023-01-16,22732,MDW,MSP,11:00,12:25
237359,2023-01-16,22733,CLE,LGA,10:53,12:21
237362,2023-01-16,22734,DEN,LBB,11:06,13:33
237369,2023-01-16,22735,BPT,DFW,11:04,12:13
237370,2023-01-16,22736,STL,ORD,10:54,12:31
237400,2023-01-16,22737,DEN,COS,11:25,11:55
237401,2023-01-16,22738,RDU,LGA,11:00,12:27
237402,2023-01-16,22739,PVD,DTW,10:59,13:03
237403,2023-01-16,22740,PHF,ATL,11:18,13:09
237404,2023-01-16,22741,LGA,CLE,11:00,12:45
237417,2023-01-16,22742,VLD,ATL,11:05,12:08
237418,2023-01-16,22743,DEN,GUC,13:23,14:12
237432,2023-01-16,22744,ATL,BQK,11:14,12:19
237476,2023-01-16,22745,LGA,MCI,11:08,13:31
237477,2023-01-16,22746,AEX,ATL,11:00,13:28
237478,2023-01-16,22747,BNA,EWR,11:15,14:30
237479,2023-01-16,22748,DEN,GJT,11:22,12:17
237503,2023-01-16,22749,MEM,EWR,11:09,14:46
237504,2023-01-16,22750,ORF,DTW,11:06,12:51
237520,2023-01-16,22751,MSP,EWR,11:10,14:47
237521,2023-01-16,22752,MSP,BIS,11:20,12:47
237522,2023-01-16,22753,ATW,ORD,11:01,12:22
237525,2023-01-16,22754,DEN,TUS,11:04,13:10
237574,2023-01-16,22755,PIA,ATL,11:11,13:49
237575,2023-01-16,22756,DFW,DTW,11:11,14:41
237576,2023-01-16,22757,GRB,ORD,11:08,12:04
237608,2023-01-16,22758,ATL,GNV,12:04,13:04
237609,2023-01-16,22759,CID,ORD,11:08,12:17
237610,2023-01-16,22760,AMA,IAH,11:08,12:32
237668,2023-01-16,22761,CLE,IAH,11:19,13:13
237669,2023-01-16,22762,EVV,ATL,11:55,14:06
237670,2023-01-16,22763,MCI,LGA,11:11,15:05
237686,2023-01-16,22764,TUS,IAH,13:12,16:38
237687,2023-01-16,22765,DTW,IAH,11:20,13:20
237692,2023-01-16,22766,GGG,DFW,12:15,13:12
237693,2023-01-16,22767,MSN,ORD,11:05,11:51
237694,2023-01-16,22768,BNA,IAH,11:12,13:24
237705,2023-01-16,22769,ATL,XNA,11:23,12:18
237735,2023-01-16,22770,IAH,MOB,11:20,12:31
237736,2023-01-16,22771,IAH,MAF,11:13,12:52
237737,2023-01-16,22772,IAH,CRP,11:21,12:28
237738,2023-01-16,22773,IAH,LFT,11:20,12:12
237740,2023-01-16,22774,LFT,ATL,11:33,14:03
237741,2023-01-16,22775,IAH,ABQ,11:17,12:36
237743,2023-01-16,22776,IAH,OMA,11:19,13:29
237759,2023-01-16,22777,EWR,IND,11:50,13:55
237773,2023-01-16,22778,MLI,ATL,11:28,14:18
237779,2023-01-16,22779,ILM,ATL,11:39,12:57
237780,2023-01-16,22780,MSP,FSD,12:57,13:48
237836,2023-01-16,22781,DFW,LAW,11:28,12:21
237837,2023-01-16,22782,DFW,TYS,11:25,14:19
237838,2023-01-16,22783,IAH,BRO,11:41,12:51
237839,2023-01-16,22784,ORD,BNA,11:26,12:48
237840,2023-01-16,22785,ATL,AVL,11:24,12:10
237841,2023-01-16,22786,DAL,IAH,11:21,12:20
237870,2023-01-16,22787,IAH,ELP,11:22,12:35
237871,2023-01-16,22788,MSP,FAR,11:33,12:41
237879,2023-01-16,22789,IAH,LRD,11:30,12:39
237880,2023-01-16,22790,LEX,ATL,11:28,12:36
237881,2023-01-16,22791,MLU,ATL,11:31,14:11
237882,2023-01-16,22792,CSG,ATL,11:38,12:21
237883,2023-01-16,22793,IAH,HRL,11:20,12:33
237891,2023-01-16,22794,ORD,SDF,11:31,13:34
237953,2023-01-16,22795,IAH,MCI,11:34,13:36
237954,2023-01-16,22796,IAH,CLL,11:26,12:02
237955,2023-01-16,22797,FSM,ATL,12:13,14:51
237956,2023-01-16,22798,MYR,ATL,11:34,13:00
237957,2023-01-16,22799,LGA,MHT,11:41,12:53
237958,2023-01-16,22800,OAJ,ATL,11:27,13:05
237974,2023-01-16,22801,CLE,BOS,12:14,13:50
237983,2023-01-16,22802,BHM,IAH,11:35,13:35
237984,2023-01-16,22803,PNS,IAH,11:30,13:17
237990,2023-01-16,22804,CLT,IAH,11:59,13:55
237991,2023-01-16,22805,MSP,IAH,11:36,14:23
238027,2023-01-16,22806,ELP,IAH,11:32,14:16
238028,2023-01-16,22807,CLE,LGA,11:29,12:53
238035,2023-01-16,22808,DTW,EWR,11:53,13:21
238036,2023-01-16,22809,ATL,PHF,11:38,13:20
238098,2023-01-16,22810,IAH,TYR,11:36,12:24
238099,2023-01-16,22811,IAH,MTJ,11:40,13:28
238100,2023-01-16,22812,ATL,AGS,11:41,12:27
238101,2023-01-16,22813,ATL,TRI,12:14,13:27
238102,2023-01-16,22814,DEN,SAF,11:39,12:42
238121,2023-01-16,22815,BTR,IAH,11:35,12:40
238122,2023-01-16,22816,SAT,MSP,11:43,14:33
238123,2023-01-16,22817,ELM,DTW,11:39,13:17
238134,2023-01-16,22818,AEX,IAH,11:44,12:36
238178,2023-01-16,22819,MDT,DTW,11:50,13:20
238179,2023-01-16,22820,ABY,ATL,11:49,12:41
238180,2023-01-16,22821,OMA,DEN,11:45,12:22
238203,2023-01-16,22822,EWR,ORF,11:46,12:58
238248,2023-01-16,22823,DFW,LIT,11:51,12:58
238249,2023-01-16,22824,ORD,FSD,12:05,13:34
238250,2023-01-16,22825,ATL,MGM,12:47,12:51
238251,2023-01-16,22826,GSP,ATL,11:52,12:37
238262,2023-01-16,22827,SDF,IAH,11:44,13:02
238263,2023-01-16,22828,ABE,ATL,11:56,13:52
238269,2023-01-16,22829,DAY,ORD,11:47,12:04
238285,2023-01-16,22830,JAN,IAH,11:54,13:19
238357,2023-01-16,22831,EWR,DTW,12:00,14:08
238358,2023-01-16,22832,HPN,ORD,11:49,13:26
238359,2023-01-16,22833,ERI,DTW,11:57,13:09
238360,2023-01-16,22834,DTW,ATW,12:18,12:34
238362,2023-01-16,22835,ORD,MLI,12:08,13:03
238384,2023-01-16,22836,MOB,DFW,12:01,13:55
238396,2023-01-16,22837,ORD,ICT,11:59,13:51
238454,2023-01-16,22838,ATL,ILM,12:02,13:18
238455,2023-01-16,22839,DTW,MCI,12:17,13:17
238456,2023-01-16,22840,LGA,CLT,12:11,14:19
238457,2023-01-16,22841,ORD,FAR,12:48,14:45
238458,2023-01-16,22842,ORD,MCI,12:01,13:21
238469,2023-01-16,22843,ATL,OAJ,12:01,13:15
238470,2023-01-16,22844,DTW,MDW,12:05,12:09
238519,2023-01-16,22845,EWR,SYR,12:01,13:13
238520,2023-01-16,22846,ATL,AEX,12:03,12:35
238521,2023-01-16,22847,ATL,CRW,12:06,13:39
238522,2023-01-16,22848,ORD,MEM,12:06,13:57
238524,2023-01-16,22849,ORD,LNK,12:09,13:54
238539,2023-01-16,22850,HOB,IAH,12:12,14:38
238544,2023-01-16,22851,GPT,IAH,12:03,13:28
238545,2023-01-16,22852,FSD,ORD,12:09,13:38
238551,2023-01-16,22853,TUL,IAH,12:18,13:41
238601,2023-01-16,22854,RIC,BOS,12:10,13:44
238602,2023-01-16,22855,DTW,AZO,12:13,13:03
238606,2023-01-16,22856,IAD,SAV,12:07,13:40
238611,2023-01-16,22857,ATL,ROA,12:26,13:45
238612,2023-01-16,22858,MGM,ATL,13:16,15:07
238625,2023-01-16,22859,ATL,FAY,12:13,13:25
238660,2023-01-16,22860,SHV,DFW,13:00,14:07
238661,2023-01-16,22861,FAY,ATL,12:15,13:38
238662,2023-01-16,22862,ATL,LEX,12:17,13:35
238663,2023-01-16,22863,CLT,ORD,12:19,13:30
238679,2023-01-16,22864,ATL,GSO,12:16,13:31
238682,2023-01-16,22865,DTW,MBS,12:18,13:02
238688,2023-01-16,22866,JAX,DTW,12:22,14:40
238720,2023-01-16,22867,BHM,DEN,12:39,14:45
238721,2023-01-16,22868,CHO,ATL,12:20,13:58
238728,2023-01-16,22869,ORD,JAN,12:21,14:45
238734,2023-01-16,22870,CLE,LGA,12:21,13:51
238735,2023-01-16,22871,BTV,DTW,13:36,15:33
238744,2023-01-16,22872,MCI,ORD,12:31,14:04
238749,2023-01-16,22873,TUL,ORD,12:23,14:26
238757,2023-01-16,22874,EWR,BNA,13:33,14:49
238800,2023-01-16,22875,ATL,MOB,12:27,12:34
238801,2023-01-16,22876,HPN,ATL,12:25,14:55
238802,2023-01-16,22877,MDW,DTW,12:25,14:23
238803,2023-01-16,22878,GRK,ATL,12:25,15:20
238804,2023-01-16,22879,BDL,DTW,12:22,14:32
238805,2023-01-16,22880,DTW,IAH,12:26,14:20
238806,2023-01-16,22881,DEN,MOT,12:25,15:18
238807,2023-01-16,22882,IAD,GSO,12:37,13:49
238828,2023-01-16,22883,IAD,BUF,12:24,13:44
238829,2023-01-16,22884,IAD,CAE,13:08,14:27
238830,2023-01-16,22885,IAD,LGA,12:30,14:18
238831,2023-01-16,22886,ELP,DEN,12:26,14:24
238836,2023-01-16,22887,IAD,BDL,12:23,13:34
238842,2023-01-16,22888,SDF,EWR,12:34,14:43
238848,2023-01-16,22889,IAD,PVD,12:34,14:26
238884,2023-01-16,22890,DFW,CRP,13:42,14:53
238885,2023-01-16,22891,EWR,DTW,12:26,14:23
238886,2023-01-16,22892,GSO,DTW,12:57,14:36
238887,2023-01-16,22893,COS,DEN,12:35,13:17
238889,2023-01-16,22894,IAD,EWR,12:46,14:07
238903,2023-01-16,22895,SBN,ORD,12:26,12:16
238906,2023-01-16,22896,CLT,EWR,12:30,14:22
238912,2023-01-16,22897,GUC,DEN,14:34,15:25
238915,2023-01-16,22898,BNA,IAH,12:31,14:53
238916,2023-01-16,22899,IAD,CMH,12:44,14:17
238961,2023-01-16,22900,CHS,LGA,12:36,14:42
238962,2023-01-16,22901,HPN,DTW,13:48,15:33
238970,2023-01-16,22902,GJT,DEN,12:39,13:43
238993,2023-01-16,22903,CLE,DCA,12:35,13:58
238994,2023-01-16,22904,IND,EWR,13:14,15:17
238995,2023-01-16,22905,ATL,HPN,12:45,14:56
239043,2023-01-16,22906,LAW,DFW,12:50,13:29
239044,2023-01-16,22907,HSV,IAH,12:44,14:47
239045,2023-01-16,22908,MEM,IAH,12:38,14:31
239046,2023-01-16,22909,AVL,ATL,12:40,13:22
239061,2023-01-16,22910,ROC,EWR,13:35,14:46
239066,2023-01-16,22911,MCI,IAH,12:52,15:01
239072,2023-01-16,22912,AUS,DTW,13:18,16:52
239073,2023-01-16,22913,BQK,ATL,12:45,14:18
239114,2023-01-16,22914,DFW,MEI,12:50,14:08
239115,2023-01-16,22915,IAH,JAN,12:49,14:09
239116,2023-01-16,22916,IAH,MKE,12:46,15:15
239117,2023-01-16,22917,XNA,IAH,12:38,14:16
239118,2023-01-16,22918,IAH,VPS,12:50,14:28
239119,2023-01-16,22919,IAH,BTR,12:48,13:44
239120,2023-01-16,22920,IAH,RIC,12:46,16:21
239121,2023-01-16,22921,LGA,CVG,12:50,15:16
239122,2023-01-16,22922,GSO,ATL,12:45,14:00
239123,2023-01-16,22923,IAD,PIT,12:47,13:45
239142,2023-01-16,22924,IAH,ICT,12:49,14:35
239143,2023-01-16,22925,XNA,ATL,12:46,15:21
239147,2023-01-16,22926,CLL,IAH,12:43,13:22
239148,2023-01-16,22927,IAH,DFW,12:48,14:01
239157,2023-01-16,22928,ABE,DTW,13:28,15:02
239158,2023-01-16,22929,LFT,IAH,12:50,13:58
239164,2023-01-16,22930,IAH,TYS,12:50,15:52
239195,2023-01-16,22931,DFW,CRW,12:50,16:03
239196,2023-01-16,22932,ATL,AVL,12:48,13:40
239197,2023-01-16,22933,ROC,DTW,12:51,14:21
239216,2023-01-16,22934,DIK,DEN,12:46,14:25
239225,2023-01-16,22935,IAH,LCH,12:52,13:41
239239,2023-01-16,22936,BRO,DFW,15:37,17:05
239240,2023-01-16,22937,STL,EWR,13:12,16:43
239241,2023-01-16,22938,IAH,MAF,12:55,14:39
239242,2023-01-16,22939,CRP,IAH,12:53,13:51
239249,2023-01-16,22940,MDW,MSP,12:56,14:19
239250,2023-01-16,22941,GNV,ATL,13:28,14:40
239251,2023-01-16,22942,ATL,SGF,13:17,13:56
239315,2023-01-16,22943,EWR,PIT,12:51,14:13
239316,2023-01-16,22944,IAH,LEX,12:53,16:06
239317,2023-01-16,22945,EWR,STL,12:55,14:34
239318,2023-01-16,22946,ATL,SHV,12:58,13:38
239319,2023-01-16,22947,ATL,MLU,12:53,13:13
239340,2023-01-16,22948,IAH,LIT,12:56,14:21
239341,2023-01-16,22949,IAH,OKC,12:56,14:25
239342,2023-01-16,22950,IAH,PBI,12:53,16:21
239363,2023-01-16,22951,IAH,JAX,12:58,15:55
239366,2023-01-16,22952,IAH,STL,12:59,15:02
239406,2023-01-16,22953,IAH,SAV,13:04,16:05
239407,2023-01-16,22954,MKE,CLE,13:00,15:06
239408,2023-01-16,22955,ATW,DTW,12:59,15:00
239409,2023-01-16,22956,CAE,ATL,12:59,14:02
239410,2023-01-16,22957,ATL,MYR,13:46,14:55
239443,2023-01-16,22958,SAV,EWR,13:06,15:20
239444,2023-01-16,22959,LGA,CLE,12:59,15:17
239493,2023-01-16,22960,ORD,RIC,13:00,15:41
239494,2023-01-16,22961,IAH,PNS,13:05,14:33
239495,2023-01-16,22962,ORD,LEX,13:05,15:20
239496,2023-01-16,22963,EWR,GSO,15:28,17:03
239497,2023-01-16,22964,ORD,GRB,13:02,13:51
239498,2023-01-16,22965,AGS,ATL,13:01,14:06
239499,2023-01-16,22966,TRI,ATL,13:50,14:52
239500,2023-01-16,22967,ATL,MGM,13:05,13:22
239501,2023-01-16,22968,MSP,RST,14:52,15:45
239502,2023-01-16,22969,ORD,PIA,13:08,13:52
239503,2023-01-16,22970,ORD,MSN,13:10,13:59
239537,2023-01-16,22971,DEN,XNA,13:06,15:36
239543,2023-01-16,22972,IAH,CMH,13:05,16:49
239544,2023-01-16,22973,IAH,ELP,13:12,14:28
239545,2023-01-16,22974,CHS,EWR,13:07,15:08
239555,2023-01-16,22975,FSD,MSP,14:16,15:19
239599,2023-01-16,22976,ORD,ERI,13:14,15:29
239600,2023-01-16,22977,ORD,LAN,13:17,15:11
239601,2023-01-16,22978,ORD,CAE,13:05,15:58
239602,2023-01-16,22979,ORD,SBN,13:14,15:10
239603,2023-01-16,22980,IAH,DAL,13:09,14:21
239604,2023-01-16,22981,MOB,ORD,13:03,15:17
239605,2023-01-16,22982,DAL,IAH,13:10,14:23
239629,2023-01-16,22983,TUL,IAH,13:14,14:47
239630,2023-01-16,22984,FAR,MSP,13:13,14:08
239638,2023-01-16,22985,BIS,MSP,13:13,14:23
239683,2023-01-16,22986,DFW,TYS,15:07,18:03
239684,2023-01-16,22987,ORD,FNT,13:13,15:03
